Title,Subtitle,Price,Location
"Prestige Elysian
4.0
NEW BOOKING","2, 3 BHK Apartment in Bannerghatta Road, Bangalore","2 BHK Apartment
₹1.49 Cr
3 BHK Apartment
₹2 - 2.7 Cr","Nearby :
Fortis Hospital
Bengaluru Public School
+3"
"Assetz Canvas and Cove
NEW BOOKING","3 BHK Apartment in Begur, Bangalore","3 BHK Apartment
₹1.75 - 4.24 Cr","Nearby :
Jayashree Multi Speciality Hospital
National Highway 44
+3"
"TVS Emerald Auralis
NEW BOOKING","2, 3 BHK Apartment in Yelahanka, Bangalore","2 BHK Apartment
₹1.35 - 1.46 Cr
3 BHK Apartment
₹2.08 - 2.66 Cr","Nearby :
Reva University
Delhi Public School Bangalore North
+3"
"Casagrand Amor
NEW BOOKING","1, 2, 3 BHK Apartment in Begur, Bangalore","1 BHK Apartment
₹64 - 64.88 L
2 BHK Apartment
₹1.45 - 1.79 Cr
3 BHK Apartment
₹1.84 - 2.5 Cr","Nearby :
Little Millennium
Noble Multispeciality
+3"
"The Secret Lake
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹78 L - 2.08 Cr","Nearby :
To The Tee Golf Academy
Manipal Hospital
+3"
"Godrej Eternity
4.0
NEW BOOKING","1, 2, 3 BHK Apartment in Kanakapura Road, Bangalore","1 BHK Apartment
₹1.02 - 1.29 Cr
2 BHK Apartment
₹1.47 - 1.88 Cr
3 BHK Apartment
₹2.11 - 2.61 Cr","Nearby :
Thalagattapura Metro Station
Smvn School
+3"
"Embassy Lake Terraces
4.2
NEW BOOKING","3, 4, 5 BHK Apartment in Hebbal Kempapura, Near Hebbal, Bangalore","3 BHK Apartment
₹4.9 - 5.46 Cr
4 BHK Apartment
₹6.16 - 10.95 Cr
5 BHK Apartment
₹11.62 - 12.46 Cr","Nearby :
NH 44, Godrej Woodsman Estate
Esteem Mall, Byataranyanapura
+3"
"Radiance Platinum
NEW BOOKING","3, 4 BHK Apartment in Koramangala, Bangalore","3 BHK Apartment
₹3.82 - 3.88 Cr
4 BHK Apartment
₹5.09 - 5.1 Cr","Nearby :
St. Francis School
St. Francis College
+3"
"Vaibhav Natures Nest
NEW BOOKING","Land in Chikkaballapur, Bangalore","Land
₹26.4 - 52.8 L","Nearby :
Sidlaghatta Railway Station
Indira Gandhi Residential School
+3"
"Prestige Autumn Leaves
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹2 - 5.93 Cr","Nearby :
Stonehill International School
Vidyashilp University
+3"
"Sattva Aaranya
NEW BOOKING","2, 3, 4 BHK Apartment in Rajarajeshwari Nagar, Bangalore","2 BHK Apartment
₹2.49 Cr
3 BHK Apartment
₹3.22 - 3.96 Cr
4 BHK Apartment
₹4.6 Cr","Nearby :
Orchids The International School
PES University
+3"
"Trendsquares World of Gardens
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹1.65 - 1.99 Cr
4 BHK Apartment
₹2.2 Cr","Nearby :
ORCHIDS The International School
S.E.A. Group of Institution
+3"
"Prestige Greenbrook
NEW BOOKING","Land in Singarahalli, Devanahalli","Land
₹1.34 - 4.44 Cr","Nearby :
To The Tee Golf Academy
Vidyashilp University
+3"
"DNR Arista
NEW BOOKING","2, 3, 4 BHK Apartment in Kaikondrahalli, Near Bellandur, Bangalore","2 BHK Apartment
₹1.87 - 1.98 Cr
3 BHK Apartment
₹2.46 - 2.65 Cr
4 BHK Apartment
₹3 - 3.53 Cr","Nearby :
ORCHIDS Intl School
Manipal Hospital Sarjapur Rd
+3"
"Sobha Oakshire
NEW BOOKING","4 BHK Villa in Devanahalli, Bangalore","4 BHK Villa
₹5.42 - 5.52 Cr","Nearby :
National Highway 44
Dr. A.P.J Abdul Kalam English School
+3"
"Folium by Sumadhura Phase 4
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹1.78 - 2.43 Cr
4 BHK Apartment
₹2.08 - 2.89 Cr","Nearby :
St. Thomas Public School
Whitefield Main Road (SH 35)
+3"
"SMR Vinay Estella
NEW BOOKING","2, 3 BHK Apartment in Vidyaranyapura, Bangalore","2 BHK Apartment
₹1.04 - 1.44 Cr
3 BHK Apartment
₹1.37 - 1.75 Cr",NA
"NCC Urban Lake Springs
NEW BOOKING","3 BHK Apartment in JP Nagar, Bangalore","3 BHK Apartment
₹1.78 - 2.8 Cr","Nearby :
Gurukul High School
Christ University
+3"
"Provident Sunworth
4.3
NEW BOOKING","2, 3 BHK Apartment in Mysore Road, Bangalore","2 BHK Apartment
₹75 L
3 BHK Apartment
₹91.89 L","Nearby :
Rajarajeshwari hospital
Odyssey mall
+3"
"The Formist Mandala
NEW BOOKING","3, 4 BHK Apartment in Kempapura, Bangalore","3 BHK Apartment
₹2.98 - 3.21 Cr
4 BHK Apartment
₹3.49 - 3.8 Cr","Nearby :
Sindhi High School, Kempapura
Esteem Mall
+3"
"Prestige Pine Forest
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹3.52 - 4.34 Cr
4 BHK Apartment
₹4.75 - 4.77 Cr","Nearby :
The Deens Academy
Dr.R.Munisingh Hospital
+3"
"SBR Magnus
NEW BOOKING","2, 3 BHK Apartment in Old Madras Road, Bangalore","2 BHK Apartment
₹1.04 - 1.28 Cr
3 BHK Apartment
₹1.36 - 1.55 Cr","Nearby :
Vibgyor High School Kadugodi
Geetha Hospital
+3"
"Birla Trimaya
NEW BOOKING","2, 3 BHK Apartment in Devanahalli, Bangalore","2 BHK Apartment
₹1.1 - 1.16 Cr
3 BHK Apartment
₹1.31 - 1.63 Cr","Nearby :
Trust Aid Hospital
Hyderabad Bangalore Highway (NH 44)
+3"
"Assetz Marq 2
3.8
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹1.88 - 2.63 Cr
4 BHK Apartment
₹2.95 - 2.99 Cr","Nearby :
Whitefield-HoSkote Road (SH 35)
Whitefield railway station
+3"
"Kalyani LivingTree
NEW BOOKING","2, 3 BHK Apartment in Bagalur, Bangalore","2 BHK Apartment
₹85.92 - 95.15 L
3 BHK Apartment
₹1.14 - 1.73 Cr","Nearby :
St Francis School
Reva University
+3"
"Ivory at Brigade Orchards
NEW BOOKING","2, 3 BHK Apartment in Devanahalli, Bangalore","2 BHK Apartment
₹59.72 - 62.41 L
3 BHK Apartment
₹88.26 - 89.07 L","Nearby :
Signature Club Resort
Jnana Jyothi Public School
+3"
"Serene Heights by Modern Spaaces
NEW BOOKING","3 BHK Apartment in Sarjapur Road, Bangalore","3 BHK Apartment
₹1.35 - 1.68 Cr","Nearby :
Upcoming Forum Mall
Wipro SEZ & RGA Tech park
+3"
"Godrej Air Nxt
3.8
NEW BOOKING","2, 3, 4 BHK Apartment in Hoodi, Bangalore","2 BHK Apartment
₹2.1 Cr
3 BHK Apartment
₹1.85 - 3 Cr
4 BHK Apartment
₹3.99 Cr","Nearby :
Families Supermarket
Gopalan School
+3"
"Ecolife Eon Akash
NEW BOOKING","3 BHK Apartment in Balagere, Near Panathur, Bangalore","3 BHK Apartment
₹1.66 - 2.2 Cr","Nearby :
Central Shopping Mall
SH 35, Varthur, Karnataka
+3"
"DLF Westend Heights
4.2
NEW BOOKING","2, 3 BHK Apartment in Akshaya Nagar, Bangalore","2 BHK Apartment
₹1.34 - 1.6 Cr
3 BHK Apartment
₹1.78 - 2.4 Cr","Nearby :
St Ignatius Public School
Apollo Hospital
+3"
"Vajram Newtown 2
NEW BOOKING","2, 3 BHK Apartment in Thanisandra Main Road, Bangalore North","2 BHK Apartment
₹1.35 - 1.51 Cr
3 BHK Apartment
₹1.89 Cr","Nearby :
Federal Public School
KNS Institute Of Technology
+3"
"Adarsh Palm Retreat
3.7
NEW BOOKING","2, 3, 4 BHK Apartment in Bellandur, Bangalore","2 BHK Apartment
₹2.2 - 2.64 Cr
3 BHK Apartment
₹2.38 - 4.23 Cr
4 BHK Apartment
₹3.32 - 7 Cr","Nearby :
Prajval Vidyanikethan
LIFE CARE
+3"
"JRC Wild Woods
NEW BOOKING","3 BHK Apartment in Sarjapur Road, Bangalore","3 BHK Apartment
₹2.21 - 3.27 Cr","Nearby :
Primus public school
National Highway 44
+3"
"Prestige PineWood
4.2
NEW BOOKING","2, 3, 4 BHK Apartment in Srinivagilu, Koramangala","2 BHK Apartment
₹3.76 Cr
3 BHK Apartment
₹3.74 - 3.95 Cr
4 BHK Apartment
₹4.92 - 5.01 Cr","Nearby :
The Freethinking School
Marvel Multispeciality Hospital
+3"
"Sumadhura Sushantham Phase 2
NEW BOOKING","2, 3 BHK Apartment in Sahakara Nagar, Near Hebbal, Bangalore","2 BHK Apartment
₹1.1 - 1.83 Cr
3 BHK Apartment
₹1.68 - 1.95 Cr","Nearby :
Vidya Spoorthi School
Kodigehalli Railway Station
+3"
"Total Down by the Water
NEW BOOKING","3, 4 BHK Apartment in Yelahanka, Bangalore","3 BHK Apartment
₹4.62 - 6.77 Cr
4 BHK Apartment
₹9.24 - 12.02 Cr","Nearby :
Greenfield Public School
Praana Speciality Healthcare
+3"
"Sipani City
NEW BOOKING","2, 3 BHK Apartment in Gunjur, Near Varthur, Bangalore","2 BHK Apartment
₹84.66 - 94.6 Cr
3 BHK Apartment
₹1.02 - 1.32 Cr","Nearby :
Oakridge International School Bangalore
Forum Mall
+3"
"Urbanrise Paradise On Earth
NEW BOOKING","4 BHK Villa in Kanakapura Road, Bangalore","4 BHK Villa
₹3.07 - 3.72 Cr","Nearby :
BGS International School
Rajarajeshwari Medical College Hospital
+3"
"Vajram Newtown
NEW BOOKING","2, 3 BHK Apartment in Chokkanahalli, Near Thanisandra, Bangalore","2 BHK Apartment
₹1.14 - 1.26 Cr
3 BHK Apartment
₹1.7 Cr","Nearby :
Bharatiya City
Manipal Academy of Higher Education
+3"
"Navami Landmaark
3.8
NEW BOOKING","2, 3 BHK Apartment in Rajarajeshwari Nagar, Bangalore","2 BHK Apartment
₹1.17 - 1.36 Cr
3 BHK Apartment
₹1.64 - 1.76 Cr","Nearby :
Fort High School
Sri Shankara Cancer Foundation
+3"
"Mantri Serenity
4.0
NEW BOOKING","2, 3 BHK Apartment in Kanakapura Road, Bangalore","2 BHK Apartment
₹1.08 - 1.33 Cr
3 BHK Apartment
₹1.29 - 1.34 Cr","Nearby :
Doddakallasandra Metro Station
New Divine Public School
+3"
"Earth Natura Flying Leaf
NEW BOOKING","3, 4 BHK Villa in Sarjapura Attibele Road, Bangalore","3 BHK Villa
₹2.08 - 2.11 Cr
4 BHK Villa
₹2.37 - 2.38 Cr","Nearby :
National Highway 948A
St. Philomena's Central School
+3"
"Sattva Aqua Vista
3.6
NEW BOOKING","3, 4 BHK Apartment in Bannerghatta Road, Bangalore","3 BHK Apartment
₹3.5 Cr
4 BHK Apartment
₹5.14 - 5.47 Cr","Nearby :
Cambridge School
Fortis Hospital
+3"
"Elegant Aura
NEW BOOKING","2, 3 BHK Apartment in Thanisandra, Bangalore","2 BHK Apartment
₹1.17 - 1.2 Cr
3 BHK Apartment
₹1.53 - 1.75 Cr","Nearby :
National Public School
Thanisandra Main Road
+3"
"Sobha City Athena
NEW BOOKING","3 BHK Apartment in Chokkanahalli, Near Thanisandra, Bangalore","3 BHK Apartment
₹1.88 - 1.89 Cr","Nearby :
Thanisandra Main Road
Model Village Museum
+3"
"TVS Isle of Trees
NEW BOOKING","3, 4 BHK Apartment in Hebbal, Bangalore","3 BHK Apartment
₹2.1 - 2.56 Cr
4 BHK Apartment
₹3.25 - 3.33 Cr","Nearby :
Morning Star Public Sch
SH 104
+3"
"Casagrand Lorenza
NEW BOOKING","2, 3 BHK Apartment in Kogilu, Near Yelahanka, Bangalore","2 BHK Apartment
₹1.01 - 1.15 Cr
3 BHK Apartment
₹1.41 - 1.73 Cr","Nearby :
Shams Public School
REVA University
+3"
"Raja Platino
NEW BOOKING","2, 3 BHK Apartment in Bannerghatta Road, Bangalore","2 BHK Apartment
₹1.07 - 1.31 Cr
3 BHK Apartment
₹1.59 - 1.88 Cr","Nearby :
Podar International School
T.John College
+3"
"Surya Valencia
NEW BOOKING","4, 5 BHK Villa in Yelahanka, Bangalore","4 BHK Villa
₹3.33 - 3.56 Cr
5 BHK Villa
₹4.04 - 4.15 Cr","Nearby :
Presidency University
Stonehill International School
+3"
"JSN Magnum
NEW BOOKING","2, 3 BHK Apartment in Horamavu, Bangalore","2 BHK Apartment
₹67.79 L
3 BHK Apartment
₹76.19 L",NA
"Amogaya Adorit
NEW BOOKING","3 BHK Apartment in Old Madras Road, Bangalore","3 BHK Apartment
₹1.36 - 1.91 Cr","Nearby :
Raghuvanahalli - Hosakote Road
Prerana International School
+3"
"Green Edge Signature
NEW BOOKING","2, 3, 4 BHK Apartment in Varthur, Bangalore","2 BHK Apartment
₹1.15 - 1.29 Cr
3 BHK Apartment
₹1.37 - 1.69 Cr
4 BHK Apartment
₹2.11 Cr","Nearby :
Vagdevi Vilas School
Taj Vivanta
+3"
"Grand La Palazzo
NEW BOOKING","4, 5 BHK Villa in Sarjapur Road, Bangalore","4 BHK Villa
₹2.5 - 3.75 Cr
5 BHK Villa
₹2.94 - 3.68 Cr","Nearby :
Marathahalli Highway NH 44
Manipal Hospital
+3"
"Adarsh Lakefront
3.3
NEW BOOKING","2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹2.5 Cr
3 BHK Apartment
₹4.51 - 5.47 Cr
4 BHK Apartment
₹5.6 Cr","Nearby :
National Highway 44
Karmelaram Railway Station
+3"
"MAIA Pelican Grove
NEW BOOKING","4 BHK Apartment in Jakkur, Bangalore","4 BHK Apartment
₹7.3 - 7.71 Cr","Nearby :
Sri Sai Ashwini Hospital
Yelahanka Junction
+3"
"Konig Fortune County
NEW BOOKING","4 BHK Villa in Budigere Cross, Bangalore","4 BHK Villa
₹2.47 - 4.18 Cr","Nearby :
Shri Ram Global School
National Highway 75
+3"
"Bhartiya City Nikoo Homes Phase 2
4.5
NEW BOOKING","1, 2, 3 BHK Apartment in Chokkanahalli, Near Thanisandra, Bangalore","1 BHK Apartment
₹79.66 L - 1.15 Cr
2 BHK Apartment
₹1.23 - 1.8 Cr
3 BHK Apartment
₹1.84 - 2.3 Cr","Nearby :
Bhartiya Mall Of Bengaluru
United International School
+3"
"Rohan Ekanta
NEW BOOKING","2, 3 BHK Apartment in Varthur, Bangalore","2 BHK Apartment
₹1.42 - 2 Cr
3 BHK Apartment
₹1.67 - 2.28 Cr","Nearby :
SH 35
Foundation School 
+3"
"Vaibhav Nagar
NEW BOOKING","Land in Jangamakote, Chikkaballapur, Bangalore","Land
₹21 - 42 L","Nearby :
Cck Cable Network
Royal Hotel
+3"
"Century Ethos
3.9
NEW BOOKING","3, 4 BHK Apartment in Hebbal, Bangalore","3 BHK Apartment
₹3.61 - 3.96 Cr
4 BHK Apartment
₹6.2 Cr","Nearby :
Brigade Magnum Tech Park
Esteem Mall
+3"
"Vaishno Ambaram
NEW BOOKING","3 BHK Apartment in Varthur, Bangalore","3 BHK Apartment
₹1.35 - 1.82 Cr","Nearby :
Krupanidhi Residential College
Belandur Road railway station
+3"
"Poulomi Florique
NEW BOOKING","3 BHK Apartment in Kannur, Thanisandra Main Road","3 BHK Apartment
₹1.89 - 2.91 Cr",NA
"Courtyard By Vedant Suraksha
NEW BOOKING","3, 4 BHK Apartment in Gottigere, Bannerghatta Road","3 BHK Apartment
₹1.81 - 1.85 Cr
4 BHK Apartment
₹2.24 - 2.41 Cr","Nearby :
ORCHIDS International School
Christ University
+3"
"Nambiar Ellegenza
NEW BOOKING","3, 4, 5 BHK Villa in Sarjapur Road, Bangalore","3 BHK Villa
₹5.1 - 6.38 Cr
4 BHK Villa
₹5.25 - 9.25 Cr
5 BHK Villa
₹5.78 - 6.36 Cr","Nearby :
Mahatma Vidyalaya
Vimalalaya Hospital
+3"
"Total Environment The Magic Faraway Tree
NEW BOOKING","3, 4 BHK Apartment in Kanakapura Road, Bangalore","3 BHK Apartment
₹4.8 - 5.92 Cr
4 BHK Apartment
₹4.49 Cr","Nearby :
NH 48 VISL Layout
Silk Institute metro
+3"
"Sobha Infinia
NEW BOOKING","3, 4 BHK Apartment in Agara Village, HSR Layout","3 BHK Apartment
₹4.06 - 6.25 Cr
4 BHK Apartment
₹4.66 - 7.02 Cr","Nearby :
Agara Lake Metro Station
Silk Board Flyover
+3"
"Candeur Signature
NEW BOOKING","2, 3 BHK Apartment in Varthur, Bangalore","2 BHK Apartment
₹1.38 - 1.81 Cr
3 BHK Apartment
₹1.9 - 1.99 Cr","Nearby :
SH 35, Devasthanagalu, Gunjur
K K English High School
+3"
"Prestige Green Gables
NEW BOOKING","2, 3 BHK Apartment in Panathur, Bangalore","2 BHK Apartment
₹1.25 - 1.83 Cr
3 BHK Apartment
₹1.56 - 3.19 Cr","Nearby :
ORCHIDS The International School
Christ University
+3"
"Mahindra Eden
NEW BOOKING","2, 3 BHK Apartment in Vajarahalli, Bangalore","2 BHK Apartment
₹1.46 - 1.63 Cr
3 BHK Apartment
₹2.72 - 3.3 Cr","Nearby :
Chethana Public School
ABM complex
+3"
"Prestige Park Square
3.9
NEW BOOKING","2, 3 BHK Apartment in Basavanapura, Bannerghatta Road","2 BHK Apartment
₹1.46 - 1.48 Cr
3 BHK Apartment
₹1.77 - 2.43 Cr","Nearby :
Sherwood High School
SH 87, Basavanapura, Bengaluru
+3"
"SS Serenity
NEW BOOKING","2, 3 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹66.56 - 82.19 L
3 BHK Apartment
₹84.69 L - 1.06 Cr",NA
"Prestige Kings County
NEW BOOKING","Land in Jigani, Bangalore","Land
₹1.17 - 5.79 Cr","Nearby :
Achiever's Academy
IZee Business School
+3"
"Sobha Manhattan Towers Town Park
NEW BOOKING","3 BHK Apartment in Yadavanahalli, Near Hosur Road, Bangalore","3 BHK Apartment
₹1.6 - 2.19 Cr","Nearby :
National Highway 48
Sri Sai Hospitals
+3"
"Godrej Park Retreat
NEW BOOKING","2, 3, 4 BHK Apartment in Sarjapur Road, Bangalore","2 BHK Apartment
₹1.4 - 1.52 Cr
3 BHK Apartment
₹1.8 - 2.64 Cr
4 BHK Apartment
₹3.24 Cr","Nearby :
Wipro Limited - SEZ
Harvest International School
+3"
"Svamitva Terravana
NEW BOOKING","3, 4 BHK Villa in Harohalli, Kanakapura Road","3 BHK Villa
₹4 Cr
4 BHK Villa
₹4.12 - 4.68 Cr","Nearby :
National Highway 948
Edify School
+3"
"Prestige Finsbury Park
4.1
NEW BOOKING","2, 3 BHK Apartment in Bagalur, Bangalore","2 BHK Apartment
₹1.18 - 1.41 Cr
3 BHK Apartment
₹1.48 - 1.87 Cr","Nearby :
BK Halli Road
Shell Technology
+3"
"Brigade Lakefront
4.0
NEW BOOKING","2, 3, 4 BHK Apartment in EPIP Zone, Brookefield","2 BHK Apartment
₹1.53 - 1.77 Cr
3 BHK Apartment
₹2.22 - 3.71 Cr
4 BHK Apartment
₹3.63 - 4.5 Cr","Nearby :
Bangalore Nama Metro
Gopalan International School
+3"
"Adarsh Palm Acres
3.8
NEW BOOKING","4, 5 BHK Villa in Bagalur Main Road, Bangalore","4 BHK Villa
₹5.48 - 6.59 Cr
5 BHK Villa
₹5.5 - 6.54 Cr","Nearby :
National Highway 44
Ecopolis Tech Park
+3"
"Sattva Misty Charm
4.0
NEW BOOKING","1, 2, 3 BHK Apartment in Kanakapura Road, Bangalore","1 BHK Apartment
₹55.39 - 55.4 L
2 BHK Apartment
₹1.01 - 1.09 Cr
3 BHK Apartment
₹1.32 - 1.55 Cr","Nearby :
Sri Kumaran Public School
NH 48
+3"
"Brigade 7 Gardens
4.1
NEW BOOKING","2, 3 BHK Apartment in Banashankari, Bangalore","2 BHK Apartment
₹1.4 - 1.45 Cr
3 BHK Apartment
₹1.6 - 2.22 Cr","Nearby :
BHCS Layout Park
National Public School
+3"
"Brigade Cosmopolis
4.0
NEW BOOKING","2, 3, 4 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹1.95 - 2.14 Cr
3 BHK Apartment
₹1.37 - 3.06 Cr
4 BHK Apartment
₹4.72 - 5.1 Cr","Nearby :
Glentree Academy
Hope Hospital
+3"
"Purva Blubelle
NEW BOOKING","3 BHK Apartment in Rajajinagar, Bangalore","3 BHK Apartment
₹2.3 - 2.55 Cr","Nearby :
Magadi Road Metro Station
Abhinav Hospital
+3"
"Prestige Sanctuary
NEW BOOKING","4 BHK Villa in Devanahalli, Bangalore","4 BHK Villa
₹6.94 - 11.36 Cr","Nearby :
SH 104
New Manasa Hospital
+3"
"Palm Paradise by Westbury
NEW BOOKING","3, 4 BHK Villa, Land in Sarjapur Road, Bangalore","3 BHK Villa
₹1.39 - 1.42 Cr
4 BHK Villa
₹2.66 Cr
Land
₹80 L - 1.47 Cr","Nearby :
Oakridge International School
Town Hospital
+3"
"Avani Crest
NEW BOOKING","3 BHK Apartment in Uttarahalli, Bangalore","3 BHK Apartment
₹2.49 Cr",NA
"Provident Botanico
NEW BOOKING","2, 3 BHK Apartment in Soukya Road, Whitefield, Bangalore","2 BHK Apartment
₹1.15 - 1.45 Cr
3 BHK Apartment
₹1.55 - 1.75 Cr","Nearby :
Bangalore International Academy
MVJ College of Engineering
+3"
"Bren Avaana
NEW BOOKING","3 BHK Apartment in Kanakapura Road, Bangalore","3 BHK Apartment
₹1.25 - 1.35 Cr","Nearby :
The Arcade at Brigade Meadows
St. John's Medical College Hospital
+3"
"Sobha Galera
NEW BOOKING","4 BHK Villa in Huskur, Near Hoskote, Bangalore","4 BHK Villa
₹4.62 - 6.73 Cr","Nearby :
National Highway 75
Orion Uptown Mall
+3"
"Prestige Augusta Golf Village
3.5
NEW BOOKING","3, 4 BHK Villa in Kothanur, Near Hennur, Bangalore","3 BHK Villa
₹5.42 - 8 Cr
4 BHK Villa
₹16.1 Cr","Nearby :
Chandan School
Cratis Hospital
+3"
"Prestige Gardenia Estate
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹1.35 - 3.6 Cr","Nearby :
Satellite Town Ring Road Highway
Devanahalli Railway Station
+3"
"Mahendra Arto Helix
NEW BOOKING","2, 3 BHK Apartment in Bommasandra, Bangalore","2 BHK Apartment
₹1.1 Cr
3 BHK Apartment
₹1.28 - 1.73 Cr","Nearby :
National Highway 48
The Oterra Hotel
+3"
"Vaswani Starlight
NEW BOOKING","3, 4 BHK Apartment in Whitefield, Bangalore","3 BHK Apartment
₹2.7 - 3.17 Cr
4 BHK Apartment
₹3.67 - 3.68 Cr","Nearby :
The Deen's Academy
Garden City University
+3"
"TG Heritage
NEW BOOKING","2, 3 BHK Apartment in Kanakapura Road, Bangalore","2 BHK Apartment
₹85.6 - 89.91 L
3 BHK Apartment
₹1.04 - 1.2 Cr","Nearby :
Holiday Village Road
Holiday Village Resort
+3"
"Sattva Aeropolis
NEW BOOKING","1, 2, 3 BHK Apartment in Devanahalli, Bangalore","1 BHK Apartment
₹63.94 - 64.51 L
2 BHK Apartment
₹86.98 - 90.53 L
3 BHK Apartment
₹97.15 L","Nearby :
NH 44
MVM School
+3"
"Prestige Mayberry
4.3
NEW BOOKING","3, 4 BHK Villa in Whitefield, Bangalore","3 BHK Villa
₹4.97 Cr
4 BHK Villa
₹6.32 - 7.18 Cr","Nearby :
Jain Heritage School
Star Market Pattandur Gutta
+3"
"Aadhava Elite Homes
NEW BOOKING","2, 3 BHK Apartment in K.Narayanapura, Thanisandra Main Road","2 BHK Apartment
₹1.08 - 1.21 Cr
3 BHK Apartment
₹1.31 - 1.41 Cr","Nearby :
Rashtrotthana Vidya Kendra
VIBGYOR High School
+3"
"Carmel Heights
NEW BOOKING","2, 3 BHK Apartment in Whitefield, Bangalore","2 BHK Apartment
₹2 Cr
3 BHK Apartment
₹2.63 Cr","Nearby :
Cloud Nine Hospital
Vivanta Hotel
+3"
"Total Environment Pursuit of A Radical Rhapsody
NEW BOOKING","3, 4, 5 BHK Apartment in Hoodi, Bangalore","3 BHK Apartment
₹4.23 - 7.07 Cr
4 BHK Apartment
₹7.21 - 15.18 Cr
5 BHK Apartment
₹20 - 29.8 Cr","Nearby :
SM gents world
Gopalan International School
+3"
"Brigade Lakecrest
NEW BOOKING","1, 2, 3 BHK Apartment in Battarahalli, Near KR Puram, Bangalore","1 BHK Apartment
₹91 - 95.58 L
2 BHK Apartment
₹1.73 - 2.07 Cr
3 BHK Apartment
₹1.96 - 2.4 Cr","Nearby :
Sathya Sai Hospital
Bengaluru-Tirupati Highway
+3"
"K Raheja Vivarea
NEW BOOKING","3, 4, 5 BHK Apartment in 3rd Block Koramangala, Bangalore","3 BHK Apartment
₹4.13 - 4.52 Cr
4 BHK Apartment
₹5.21 Cr
5 BHK Apartment
₹6.97 - 7.22 Cr","Nearby :
St. Francis School
Marvel Multispeciality Hospital
+3"
"Skav Madhura
NEW BOOKING","2, 3 BHK Apartment in Kanakapura Road, Bangalore","2 BHK Apartment
₹1.27 - 1.6 Cr
3 BHK Apartment
₹1.8 - 3.32 Cr","Nearby :
Deccan International School
ISMS Bangalore
+3"
"Total Environment Tangled Up in Green
NEW BOOKING","Land in Devanahalli, Bangalore","Land
₹1.69 - 6.78 Cr","Nearby :
Akash International School
New Manasa Hospital
+3"
"Encore In The Shire
NEW BOOKING","4 BHK Villa in Whitefield, Bangalore","4 BHK Villa
₹2.1 Cr","Nearby :
Delhi Public School
International Tech. Park
+3"
"Godrej Athena
NEW BOOKING","2, 3 BHK Apartment in Kaggadasapura, Bangalore","2 BHK Apartment
₹1.29 - 1.38 Cr
3 BHK Apartment
₹1.71 - 2.05 Cr","Nearby :
HAL Public School
HAL Hospital
+3"
"Brigade Buena Vista
3.7
NEW BOOKING","2, 3, 4 BHK Apartment in Budigere, Bangalore","2 BHK Apartment
₹1.31 - 1.68 Cr
3 BHK Apartment
₹1.65 - 1.71 Cr
4 BHK Apartment
₹2.68 Cr","Nearby :
Shree Meru International School
NH75
+3"
"Century Liva
NEW BOOKING","2, 3, 4 BHK Apartment in Yelahanka, Bangalore","2 BHK Apartment
₹1.4 - 1.57 Cr
3 BHK Apartment
₹1.55 - 3.05 Cr
4 BHK Apartment
₹2.4 - 4.64 Cr","Nearby :
Harrow international school
Omega Multispeciality Hospital
+3"
"Sattva Park Cubix
3.4
NEW BOOKING","1, 2, 3 BHK Apartment in Devanahalli, Bangalore","1 BHK Apartment
₹51.17 - 81.62 L
2 BHK Apartment
₹77.77 L - 1.38 Cr
3 BHK Apartment
₹95.48 L - 1.33 Cr","Nearby :
Chinmayee Public School
The Arcade
+3"
"Assetz Sun and Sanctum
NEW BOOKING","2, 3 BHK Apartment in Battarahalli, Near KR Puram, Bangalore","2 BHK Apartment
₹1.56 - 1.8 Cr
3 BHK Apartment
₹1.78 - 2.34 Cr","Nearby :
Battarahalli Indoor Stadium
NH 75
+3"
"Prestige Crystal Lawns
NEW BOOKING","Land in Singarahalli, Devanahalli","Land
₹1.35 - 3.6 Cr","Nearby :
Vidyashilp University
Club Cabana Amusement Park
+3"
"Brigade Orchards Villas
NEW BOOKING","4 BHK Villa in Devanahalli, Bangalore","4 BHK Villa
₹7.5 - 7.53 Cr","Nearby :
SH 104
Chanakya University
+3"
"Mantri Webcity
4.3
NEW BOOKING","2, 3 BHK Apartment in Hennur Road, Bangalore","2 BHK Apartment
₹1.5 - 1.99 Cr
3 BHK Apartment
₹1.88 - 2.61 Cr","Nearby :
Southern Asia Bible College
Diana College Of Nursing
+3"
"Mahaveer Highlands
NEW BOOKING","2, 3 BHK Apartment in Kengeri, Bangalore","2 BHK Apartment
₹74.71 - 94.24 L
3 BHK Apartment
₹1.1 - 1.12 Cr","Nearby :
Mothers Millennium School
Shreya Hospital
+3"
